Date,VSt,VS,VSp,GRt,GR,GRp,TIt,TI,TIp,rCHt,rCH,rCHp,CHt,CH,CHp,Rhm,Rh,Rhp
2018-01-22,4030,1784,0.443,1980,870,0.439,1230,384,0.311,1590,915,0.574,8840,3953,0.447,750,2382,3.18
2018-01-29,4030,1648,0.409,1980,809,0.409,1240,366,0.296,1590,899,0.564,8840,3722,0.421,759,1684,2.22
2018-02-05,4030,1484,0.368,1980,734,0.371,1230,343,0.278,1590,851,0.534,8840,3412,0.386,823,1263,1.53
2018-02-12,4030,1285,0.319,1980,639,0.323,1230,305,0.247,1590,757,0.475,8830,2986,0.338,823,946,1.15
2018-02-19,4040,1122,0.278,1980,572,0.289,1230,269,0.218,1590,700,0.439,8850,2663,0.301,772,1516,1.96
2018-02-26,4020,925,0.23,1980,442,0.223,1230,232,0.188,1590,599,0.376,8830,2198,0.249,815,885,1.09
2018-03-05,4020,599,0.149,1970,300,0.152,1230,185,0.15,1590,395,0.248,8860,1479,0.167,823,820,1
2018-03-12,4020,462,0.115,1980,281,0.142,1240,166,0.134,1600,340,0.213,8860,1249,0.141,849,957,1.13
2018-03-19,4040,368,0.091,1980,264,0.133,1240,161,0.13,1590,317,0.199,8810,1110,0.126,864,908,1.05
2018-03-26,4060,292,0.072,1980,239,0.121,1240,152,0.123,1590,287,0.18,8820,970,0.11,934,656,0.7
2018-04-02,4030,234,0.058,1980,196,0.099,1240,166,0.134,1590,287,0.18,8830,883,0.1,958,1034,1.08
2018-04-09,4060,211,0.052,1990,197,0.099,1230,139,0.113,1590,311,0.195,8850,858,0.097,1007,1064,1.06
2018-04-16,4020,173,0.043,1980,190,0.096,1240,136,0.11,1590,309,0.194,8880,808,0.091,1016,1035,1.02
2018-04-23,4070,183,0.045,1980,239,0.121,1230,160,0.13,1600,351,0.22,8800,933,0.106,1056,1126,1.07
2018-04-30,4020,229,0.057,1980,353,0.178,1240,213,0.172,1600,436,0.273,8860,1231,0.139,1098,1194,1.09
2018-05-07,4000,260,0.065,1980,450,0.227,1240,272,0.22,1590,491,0.308,8820,1473,0.167,1159,1071,0.92
2018-05-14,4040,376,0.093,1980,566,0.286,1240,352,0.285,1600,565,0.354,8850,1859,0.21,1262,1240,0.98
2018-05-21,4020,430,0.107,1980,613,0.31,1230,407,0.33,1600,611,0.383,8850,2061,0.233,1314,1166,0.89
2018-05-28,4040,550,0.136,1980,693,0.35,1240,493,0.399,1600,662,0.415,8850,2398,0.271,1332,1166,0.88
2018-06-04,4030,850,0.211,1980,885,0.447,1240,639,0.517,1600,752,0.471,8830,3126,0.354,1420,1189,0.84
2018-06-11,4040,1086,0.269,1980,999,0.505,1230,738,0.598,1600,822,0.515,8850,3645,0.412,1523,1277,0.84
2018-06-18,4030,1394,0.346,1980,1102,0.557,1240,845,0.684,1600,937,0.587,8840,4278,0.484,1535,1230,0.8
2018-06-25,4030,1737,0.431,1980,1176,0.594,1240,913,0.739,1590,1035,0.649,8840,4861,0.55,1512,954,0.63
2018-07-02,4030,2011,0.499,1980,1204,0.608,1230,895,0.725,1600,1045,0.655,8840,5155,0.583,1478,821,0.56
2018-07-09,4030,2327,0.577,1980,1244,0.628,1230,967,0.783,1590,1103,0.692,8840,5641,0.638,1454,852,0.59
2018-07-16,4030,2567,0.637,1980,1279,0.646,1240,966,0.782,1600,1112,0.697,8840,5924,0.67,1444,681,0.47
2018-07-23,4030,2753,0.683,1980,1333,0.673,1230,964,0.781,1600,1136,0.712,8840,6186,0.7,1387,690,0.5
2018-07-30,4030,2914,0.723,1980,1365,0.689,1240,960,0.777,1600,1147,0.719,8840,6386,0.722,1296,571,0.44
2018-08-06,4030,3099,0.769,1980,1384,0.699,1230,948,0.768,1590,1170,0.734,8840,6601,0.747,1226,533,0.43
2018-08-13,4030,3294,0.817,1980,1426,0.72,1240,956,0.774,1590,1228,0.77,8840,6904,0.781,1248,562,0.45
2018-08-20,4030,3427,0.85,1980,1463,0.739,1230,969,0.785,1600,1278,0.801,8840,7137,0.807,1164,500,0.43
2018-08-27,4030,3519,0.873,1980,1486,0.751,1230,968,0.784,1600,1302,0.816,8840,7275,0.823,1147,571,0.5
2018-09-03,4030,3556,0.882,1980,1537,0.776,1240,966,0.782,1600,1337,0.838,8840,7396,0.837,1094,701,0.64
2018-09-10,4030,3583,0.889,1980,1569,0.792,1240,966,0.782,1600,1329,0.833,8840,7447,0.842,1032,623,0.6
2018-09-17,4030,3666,0.91,1980,1581,0.798,1240,970,0.785,1600,1350,0.846,8840,7567,0.856,1019,523,0.51
2018-09-24,4030,3696,0.917,1980,1597,0.807,1230,974,0.789,1600,1350,0.846,8840,7617,0.862,968,566,0.58
2018-10-01,4030,3688,0.915,1980,1615,0.816,1250,974,0.782,1600,1331,0.834,8850,7608,0.86,917,560,0.61
2018-10-08,4030,3606,0.895,1980,1612,0.814,1250,965,0.775,1600,1283,0.804,8850,7466,0.844,911,492,0.54
2018-10-15,4030,3536,0.877,1980,1589,0.803,1250,953,0.765,1600,1278,0.801,8850,7356,0.831,867,423,0.49
2018-10-22,4030,3446,0.855,1980,1526,0.771,1250,938,0.753,1600,1264,0.792,8850,7174,0.811,818,395,0.48
2018-10-29,4030,3331,0.827,1980,1495,0.755,1240,932,0.749,1590,1255,0.787,8850,7013,0.792,818,382,0.47
2018-11-05,4030,3238,0.803,1980,1529,0.772,1250,974,0.782,1600,1286,0.806,8850,7027,0.794,806,444,0.55
2018-11-12,4030,3199,0.794,1980,1569,0.792,1250,1031,0.828,1590,1280,0.803,8850,7079,0.8,819,418,0.51
2018-11-19,4030,3144,0.78,1980,1563,0.789,1250,1040,0.835,1590,1279,0.802,8850,7026,0.794,861,396,0.46
2018-11-26,4030,2981,0.74,1980,1470,0.742,1250,994,0.798,1590,1221,0.766,8850,6666,0.753,830,390,0.47
2018-12-03,4030,2889,0.717,1980,1397,0.706,1250,960,0.771,1600,1187,0.744,8850,6433,0.727,811,738,0.91
2018-12-10,4030,2855,0.708,1980,1351,0.682,1250,949,0.762,1590,1223,0.767,8850,6378,0.721,824,1122,1.36
2018-12-17,4030,2698,0.669,1980,1212,0.612,1240,886,0.712,1590,1137,0.713,8860,5933,0.67,832,568,0.68
2018-12-24,4030,2643,0.656,1980,1152,0.582,1250,843,0.677,1600,1133,0.71,8850,5771,0.652,824,1976,2.4
2018-12-31,4030,2628,0.652,1980,1126,0.569,1250,828,0.665,1590,1159,0.727,8850,5741,0.649,797,885,1.11
2019-01-07,4030,2559,0.635,1980,1060,0.535,1250,797,0.64,1600,1160,0.727,8850,5576,0.63,812,704,0.87
2019-01-14,4030,2396,0.595,1980,956,0.483,1250,736,0.591,1590,1119,0.702,8860,5207,0.588,828,1495,1.81
2019-01-21,4030,2236,0.555,1980,834,0.421,1240,663,0.533,1600,1091,0.684,8850,4824,0.545,769,824,1.07
2019-01-28,4030,2014,0.5,1980,676,0.341,1250,582,0.467,1590,998,0.626,8860,4270,0.482,792,669,0.84
2019-02-04,4030,1826,0.453,1980,579,0.292,1250,511,0.41,1590,926,0.581,8850,3842,0.434,819,642,0.78
2019-02-11,4030,1672,0.415,1980,518,0.262,1250,447,0.359,1600,871,0.546,8860,3508,0.396,836,951,1.14
2019-02-18,4030,1548,0.384,1980,485,0.245,1250,384,0.308,1600,817,0.512,8860,3234,0.365,799,698,0.87
2019-02-25,4030,1437,0.357,1980,456,0.23,1240,336,0.27,1590,781,0.49,8850,3010,0.34,822,667,0.81
2019-03-04,4040,1352,0.335,1980,438,0.221,1250,308,0.247,1590,757,0.475,8840,2855,0.323,842,796,0.95
2019-03-11,4030,1317,0.327,1980,443,0.224,1250,304,0.244,1600,758,0.475,8850,2822,0.319,818,1174,1.44
2019-03-18,4040,1247,0.309,1980,432,0.218,1240,301,0.242,1600,772,0.484,8850,2752,0.311,851,1353,1.59
2019-03-25,4020,1183,0.294,1980,417,0.211,1240,280,0.225,1590,682,0.428,8870,2562,0.289,940,832,0.89
2019-04-01,4030,1103,0.274,1980,401,0.203,1250,257,0.206,1590,622,0.39,8860,2383,0.269,965,669,0.69
2019-04-08,4030,958,0.238,1980,385,0.194,1250,237,0.19,1600,514,0.322,8840,2094,0.237,1002,903,0.9
2019-04-15,4020,889,0.221,1980,377,0.19,1240,219,0.176,1600,447,0.28,8860,1932,0.218,1010,771,0.76
2019-04-22,4040,844,0.209,1980,386,0.195,1250,211,0.169,1590,451,0.283,8840,1892,0.214,1058,745,0.7
2019-04-29,4020,837,0.208,1980,436,0.22,1240,251,0.202,1590,489,0.307,8870,2013,0.227,1105,1048,0.95
2019-05-06,4030,806,0.2,1980,449,0.227,1250,264,0.212,1590,478,0.3,8840,1997,0.226,1170,924,0.79
2019-05-13,4020,724,0.18,1980,430,0.217,1240,256,0.206,1590,443,0.278,8870,1853,0.209,1273,1166,0.92
2019-05-20,4040,686,0.17,1980,443,0.224,1250,259,0.208,1600,433,0.271,8840,1821,0.206,1319,1221,0.93
2019-05-27,4020,672,0.167,1980,500,0.253,1250,293,0.235,1590,524,0.329,8840,1989,0.225,1316,1379,1.05
2019-06-03,4030,741,0.184,1980,603,0.305,1240,348,0.28,1600,592,0.371,8850,2284,0.258,1431,1301,0.91
2019-06-10,4030,930,0.231,1980,803,0.406,1250,447,0.359,1600,702,0.44,8840,2882,0.326,1495,1467,0.98
2019-06-17,4030,1221,0.303,1980,1168,0.59,1240,707,0.568,1590,880,0.552,8860,3976,0.449,1531,1965,1.28
2019-06-24,4030,1569,0.389,1980,1364,0.689,1240,860,0.691,1600,997,0.625,8850,4790,0.541,1514,1684,1.11
2019-07-01,4030,2013,0.5,1980,1558,0.787,1250,994,0.798,1590,1116,0.7,8850,5681,0.642,1468,1522,1.04
2019-07-08,4030,2408,0.598,1980,1631,0.824,1250,1050,0.843,1590,1209,0.758,8850,6298,0.712,1449,1353,0.93
2019-07-15,4030,2609,0.647,1980,1645,0.831,1240,1069,0.859,1600,1208,0.757,8850,6531,0.738,1418,1158,0.82
2019-07-22,4030,2742,0.68,1980,1687,0.852,1240,1068,0.858,1590,1229,0.771,8850,6726,0.76,1386,897,0.65
2019-07-29,4030,2967,0.736,1980,1713,0.865,1250,1060,0.851,1600,1262,0.791,8850,7002,0.791,1301,1442,1.11
2019-08-05,4030,3114,0.773,1980,1718,0.868,1240,1053,0.846,1590,1274,0.799,8850,7159,0.809,1212,876,0.72
2019-08-12,4030,3337,0.828,1980,1767,0.892,1240,1074,0.863,1600,1316,0.825,8850,7494,0.847,1247,1103,0.88
2019-08-19,4030,3501,0.869,1980,1818,0.918,1240,1108,0.89,1590,1354,0.849,8850,7781,0.879,1161,1134,0.98
2019-08-26,4030,3603,0.894,1980,1834,0.926,1240,1130,0.908,1600,1388,0.87,8850,7955,0.899,1141,1142,1
2019-09-02,4030,3637,0.902,1980,1771,0.894,1240,1125,0.904,1600,1358,0.851,8850,7891,0.892,1130,1116,0.99
2019-09-09,4030,3624,0.899,1980,1778,0.898,1240,1135,0.912,1600,1398,0.876,8850,7935,0.897,1028,1144,1.11
2019-09-16,4030,3610,0.896,1980,1790,0.904,1240,1134,0.911,1600,1410,0.884,8850,7944,0.898,1013,812,0.8
2019-09-23,4030,3691,0.916,1980,1780,0.899,1250,1116,0.896,1590,1408,0.883,8850,7995,0.903,954,762,0.8
2019-09-30,4030,3658,0.908,1980,1775,0.896,1250,1112,0.893,1600,1391,0.872,8850,7936,0.897,924,707,0.77
2019-10-07,4030,3687,0.915,1980,1789,0.904,1240,1110,0.892,1590,1411,0.885,8850,7997,0.904,889,1156,1.3
2019-10-14,4030,3713,0.921,1980,1800,0.909,1240,1110,0.892,1600,1418,0.889,8850,8041,0.909,862,989,1.15
2019-10-21,4030,3717,0.922,1980,1838,0.928,1240,1144,0.919,1600,1425,0.893,8850,8124,0.918,823,1101,1.34
2019-10-28,4030,3726,0.925,1980,1856,0.937,1240,1170,0.94,1590,1435,0.9,8850,8187,0.925,793,857,1.08
2019-11-04,4030,3724,0.924,1980,1826,0.922,1250,1153,0.926,1600,1425,0.893,8850,8128,0.918,805,1156,1.44
2019-11-11,4030,3664,0.909,1980,1816,0.917,1250,1142,0.917,1590,1389,0.871,8850,8011,0.905,814,1080,1.33
2019-11-18,4030,3536,0.877,1980,1764,0.891,1250,1112,0.893,1590,1328,0.833,8850,7740,0.875,868,820,0.94
2019-11-25,4030,3359,0.833,1980,1689,0.853,1250,1081,0.868,1590,1247,0.782,8850,7376,0.833,828,758,0.92
2019-12-02,4030,3291,0.817,1980,1659,0.838,1250,1070,0.859,1590,1250,0.784,8860,7270,0.821,820,1041,1.27
2019-12-09,4030,3128,0.776,1980,1589,0.803,1240,1013,0.814,1600,1187,0.744,8850,6917,0.782,833,738,0.89
2019-12-16,4030,2993,0.743,1980,1499,0.757,1240,927,0.745,1590,1132,0.71,8850,6551,0.74,835,977,1.17
2019-12-23,4030,2886,0.716,1980,1476,0.745,1250,919,0.738,1600,1138,0.713,8850,6419,0.725,843,1074,1.27
2019-12-30,4030,2808,0.697,1980,1496,0.756,1250,914,0.734,1600,1139,0.714,8850,6357,0.718,807,1033,1.28
2020-01-06,4030,2723,0.676,1980,1486,0.751,1250,887,0.712,1590,1135,0.712,8850,6231,0.704,807,712,0.88
2020-01-13,4030,2556,0.634,1980,1382,0.698,1250,821,0.659,1600,1082,0.678,8850,5841,0.66,817,634,0.78
2020-01-20,4030,2332,0.579,1980,1273,0.643,1250,746,0.599,1590,1025,0.643,8860,5376,0.607,771,599,0.78
2020-01-27,4030,2037,0.505,1980,1120,0.566,1250,638,0.512,1590,901,0.565,8840,4696,0.531,785,538,0.69
2020-02-03,4030,1873,0.465,1980,1036,0.523,1240,570,0.458,1600,886,0.555,8850,4365,0.493,801,1735,2.17
2020-02-10,4030,1757,0.436,1980,967,0.488,1250,521,0.418,1590,907,0.569,8850,4152,0.469,855,1088,1.27
2020-02-17,4030,1643,0.408,1980,881,0.445,1240,469,0.377,1590,890,0.558,8850,3883,0.439,802,1127,1.41
2020-02-24,4030,1529,0.379,1980,802,0.405,1240,422,0.339,1590,872,0.547,8840,3625,0.41,799,951,1.19
2020-03-02,4030,1416,0.351,1980,715,0.361,1250,376,0.302,1590,835,0.524,8840,3342,0.378,833,1466,1.76
2020-03-09,4030,1249,0.31,1980,601,0.304,1250,314,0.252,1600,779,0.488,8840,2943,0.333,811,1292,1.59
2020-03-16,4020,1139,0.283,1980,529,0.267,1250,303,0.243,1600,747,0.468,8850,2718,0.307,847,1200,1.42
2021-03-29,4050,433,0.107,1970,148,0.075,1240,117,0.094,1590,430,0.27,8880,1128,0.127,954,806,0.84
2020-03-30,4030,999,0.248,1980,461,0.233,1240,250,0.201,1590,660,0.414,8840,2370,0.268,946,798,0.84
2020-04-06,4030,930,0.231,1980,426,0.215,1250,213,0.171,1600,567,0.355,8860,2136,0.241,968,633,0.65
2020-04-13,4030,915,0.227,1980,421,0.213,1240,204,0.164,1590,547,0.343,8880,2087,0.235,1000,568,0.57
2020-04-20,4020,921,0.229,1980,436,0.22,1250,213,0.171,1600,557,0.349,8860,2127,0.24,1038,642,0.62
2020-04-27,4040,957,0.237,1980,515,0.26,1240,251,0.202,1600,602,0.377,8870,2325,0.262,1085,689,0.64
2020-05-04,4030,991,0.246,1980,564,0.285,1250,288,0.231,1600,648,0.406,8860,2491,0.281,1139,929,0.82
2020-05-11,4020,1054,0.262,1980,603,0.305,1250,328,0.263,1600,705,0.442,8880,2690,0.303,1195,1004,0.84
2020-05-18,4030,1182,0.293,1980,729,0.368,1250,420,0.337,1590,751,0.471,8880,3082,0.347,1261,850,0.67
2020-05-25,4030,1395,0.346,1980,876,0.442,1250,506,0.406,1590,832,0.522,8870,3609,0.407,1317,893,0.68
2020-06-01,4030,1579,0.392,1980,934,0.472,1240,551,0.443,1590,866,0.543,8870,3930,0.443,1411,658,0.47
2020-06-08,4030,1701,0.422,1980,1031,0.521,1240,627,0.504,1600,895,0.561,8860,4254,0.48,1472,852,0.58
2020-06-15,4030,1750,0.434,1980,1145,0.578,1250,699,0.561,1600,948,0.594,8870,4542,0.512,1522,1144,0.75
2020-06-22,4030,1804,0.448,1980,1209,0.611,1240,743,0.597,1600,967,0.606,8880,4723,0.532,1512,1187,0.79
2020-06-29,4030,2007,0.498,1980,1292,0.653,1250,796,0.639,1590,1000,0.627,8880,5095,0.574,1484,1252,0.84
2020-07-06,4030,2302,0.571,1980,1370,0.692,1240,835,0.671,1600,1120,0.702,8880,5627,0.634,1438,1231,0.86
2020-07-13,4030,2524,0.626,1980,1410,0.712,1240,849,0.682,1600,1166,0.731,8870,5949,0.671,1416,1076,0.76
2020-07-20,4030,2631,0.653,1980,1421,0.718,1250,848,0.681,1590,1175,0.737,8870,6075,0.685,1390,918,0.66
2020-07-27,4030,2769,0.687,1980,1452,0.733,1240,855,0.687,1600,1214,0.761,8870,6290,0.709,1339,910,0.68
2020-08-03,4030,2975,0.738,1980,1485,0.75,1240,866,0.696,1600,1248,0.782,8870,6574,0.741,1225,1075,0.88
2020-08-10,4030,3083,0.765,1980,1539,0.777,1250,882,0.708,1590,1298,0.814,8870,6802,0.767,1228,958,0.78
2020-08-17,4030,3215,0.798,1980,1555,0.785,1250,888,0.713,1600,1305,0.818,8870,6963,0.785,1184,915,0.77
2020-08-24,4030,3363,0.834,1980,1586,0.801,1240,901,0.724,1590,1322,0.829,8870,7172,0.809,1181,722,0.61
2020-08-31,4050,3462,0.855,1980,1695,0.856,1240,977,0.785,1600,1359,0.852,8870,7493,0.845,1122,1598,1.42
2020-09-07,4050,3523,0.87,1980,1745,0.881,1250,995,0.799,1600,1366,0.856,8870,7629,0.86,1052,961,0.91
2020-09-14,4050,3557,0.878,1980,1751,0.884,1240,986,0.792,1600,1366,0.856,8870,7660,0.864,1008,743,0.74
2020-09-21,4050,3584,0.885,1980,1738,0.878,1250,980,0.787,1600,1358,0.851,8870,7660,0.864,955,655,0.69
2020-09-28,4050,3560,0.879,1980,1748,0.883,1240,982,0.789,1590,1355,0.85,8870,7645,0.862,944,857,0.91
2020-10-05,4050,3551,0.877,1980,1842,0.93,1240,1074,0.863,1590,1406,0.882,8870,7873,0.888,878,1244,1.42
2020-10-12,4050,3562,0.88,1980,1843,0.931,1250,1102,0.885,1600,1412,0.885,8870,7919,0.893,879,1189,1.35
2020-10-19,4050,3508,0.866,1980,1774,0.896,1250,1071,0.86,1590,1370,0.859,8870,7723,0.871,843,915,1.09
2020-10-26,4050,3485,0.86,1980,1790,0.904,1250,1072,0.861,1590,1373,0.861,8870,7720,0.87,811,1095,1.35
2020-11-02,4050,3481,0.86,1980,1814,0.916,1250,1091,0.876,1590,1397,0.876,8870,7783,0.877,781,1024,1.31
2020-11-09,4050,3430,0.847,1980,1806,0.912,1240,1068,0.858,1600,1377,0.863,8870,7681,0.866,801,878,1.1
2020-11-16,4050,3317,0.819,1980,1754,0.886,1250,1026,0.824,1600,1326,0.831,8870,7423,0.837,849,726,0.86
2020-11-23,4050,3228,0.797,1980,1718,0.868,1240,976,0.784,1590,1298,0.814,8870,7220,0.814,854,656,0.77
2020-11-30,4050,2988,0.738,1980,1610,0.813,1250,894,0.718,1590,1199,0.752,8870,6691,0.754,816,624,0.76
2020-12-07,4050,2785,0.688,1980,1522,0.769,1240,819,0.658,1600,1131,0.709,8880,6257,0.705,805,689,0.86
2020-12-14,4050,2587,0.639,1980,1411,0.713,1240,743,0.597,1600,1056,0.662,8860,5797,0.654,818,787,0.96
2020-12-21,4050,2413,0.596,1980,1317,0.665,1240,673,0.541,1600,991,0.621,8870,5394,0.608,823,739,0.9
2020-12-28,4050,2359,0.582,1980,1311,0.662,1250,644,0.517,1590,1028,0.645,8870,5342,0.602,795,895,1.13
2021-01-04,4050,2308,0.57,1980,1307,0.66,1250,613,0.492,1600,1031,0.646,8870,5259,0.593,813,644,0.79
2021-01-11,4050,2038,0.503,1980,1168,0.59,1240,519,0.417,1590,955,0.599,8860,4680,0.528,776,575,0.74
2021-01-18,4050,1802,0.445,1980,1029,0.52,1240,432,0.347,1590,893,0.56,8860,4156,0.469,775,876,1.13
2021-01-25,4050,1615,0.399,1980,942,0.476,1240,363,0.292,1590,861,0.54,8880,3781,0.426,794,935,1.18
2021-02-01,4040,1444,0.357,1980,856,0.432,1250,304,0.244,1600,844,0.529,8860,3448,0.389,791,2126,2.69
2021-02-08,4050,1308,0.323,1980,774,0.391,1250,278,0.223,1590,845,0.53,8880,3205,0.361,837,1882,2.25
2021-02-15,4040,1080,0.267,1980,627,0.317,1240,240,0.193,1600,744,0.466,8880,2691,0.303,833,1185,1.42
2021-02-22,4040,946,0.234,1980,556,0.281,1250,208,0.167,1600,707,0.443,8890,2417,0.272,819,1042,1.27
2021-03-01,4050,859,0.212,1980,497,0.251,1250,188,0.151,1600,670,0.42,8860,2214,0.25,821,904,1.1
2021-03-08,4040,711,0.176,1980,378,0.191,1240,170,0.137,1590,593,0.372,8860,1852,0.209,813,866,1.07
2021-03-15,4050,595,0.147,1980,295,0.149,1250,150,0.12,1590,539,0.338,8870,1579,0.178,847,973,1.15
2021-03-22,4070,500,0.123,1970,207,0.105,1250,131,0.105,1590,467,0.293,8880,1305,0.147,912,736,0.81
2021-03-29,4050,433,0.107,1970,148,0.075,1240,117,0.094,1590,430,0.27,8880,1128,0.127,954,806,0.84
2021-04-05,4060,382,0.094,1990,151,0.076,1240,117,0.094,1600,444,0.278,8890,1094,0.123,961,731,0.76
2021-04-12,4040,311,0.077,1970,130,0.066,1240,83,0.067,1590,392,0.246,8890,916,0.103,1004,798,0.79
2021-04-19,4070,289,0.071,1980,99,0.05,1230,53,0.043,1590,331,0.208,8870,772,0.087,1023,710,0.69
2021-04-26,4030,282,0.07,1960,102,0.052,1260,49,0.039,1600,324,0.203,8910,757,0.085,1071,560,0.52
2021-05-03,4040,295,0.073,1960,112,0.057,1250,71,0.057,1590,338,0.212,8870,816,0.092,1132,990,0.87
2021-05-10,4030,290,0.072,1970,124,0.063,1250,80,0.064,1600,358,0.224,8880,852,0.096,1184,1056,0.89
2021-05-17,4050,316,0.078,1970,217,0.11,1240,143,0.115,1590,427,0.268,8900,1103,0.124,1256,1642,1.31
2021-05-24,4040,331,0.082,1980,250,0.126,1240,163,0.131,1590,470,0.295,8860,1214,0.137,1327,1526,1.15
2021-05-31,4070,350,0.086,1990,290,0.146,1250,192,0.154,1590,491,0.308,8880,1323,0.149,1379,1142,0.83
2021-06-07,4040,469,0.116,1980,400,0.202,1250,257,0.206,1600,600,0.376,8850,1726,0.195,1433,1614,1.13
2021-06-14,4050,677,0.167,1980,575,0.29,1240,367,0.295,1600,718,0.45,8890,2337,0.263,1540,1597,1.04
2021-06-21,4040,1039,0.257,1980,765,0.386,1240,504,0.405,1600,828,0.519,8860,3136,0.354,1506,1554,1.03
2021-06-28,4050,1320,0.326,1980,945,0.477,1240,662,0.532,1600,911,0.571,8860,3838,0.433,1478,1684,1.14
2021-07-05,4050,1502,0.371,1980,1047,0.529,1240,758,0.609,1600,981,0.615,8880,4288,0.483,1429,1710,1.2
2021-07-12,4050,1799,0.444,1980,1191,0.602,1250,902,0.724,1600,1117,0.7,8880,5009,0.564,1431,2220,1.55
2021-07-19,4050,2058,0.508,1980,1298,0.656,1250,1025,0.823,1590,1221,0.766,8880,5602,0.631,1409,2814,2
2021-07-26,4050,2309,0.57,1980,1376,0.695,1240,1048,0.842,1590,1237,0.776,8880,5970,0.672,1345,2349,1.75
2021-08-02,4050,2605,0.643,1980,1548,0.782,1250,1116,0.896,1600,1329,0.833,8880,6598,0.743,1229,2413,1.96
2021-08-09,4050,2767,0.683,1980,1675,0.846,1250,1133,0.91,1600,1374,0.861,8870,6949,0.783,1250,2062,1.65
2021-08-16,4050,2987,0.738,1980,1700,0.859,1240,1108,0.89,1600,1358,0.851,8870,7153,0.806,1197,1399,1.17
2021-08-23,4050,3198,0.79,1980,1719,0.868,1250,1101,0.884,1600,1374,0.861,8880,7392,0.832,1188,1539,1.3
2021-08-30,4050,3325,0.821,1980,1668,0.842,1250,1077,0.865,1590,1328,0.833,8880,7398,0.833,1134,1409,1.24
2021-09-06,4050,3347,0.826,1980,1675,0.846,1240,1044,0.839,1590,1285,0.806,8880,7351,0.828,1071,1006,0.94
2021-09-13,4050,3379,0.834,1990,1638,0.825,1240,1012,0.813,1600,1255,0.784,8880,7284,0.82,1004,865,0.86
2021-09-20,4050,3474,0.858,1990,1626,0.819,1250,995,0.799,1600,1251,0.782,8880,7346,0.827,953,1101,1.16
2021-09-27,4050,3463,0.855,1990,1640,0.826,1250,989,0.794,1600,1240,0.775,8880,7332,0.826,958,772,0.81
2021-10-04,4050,3477,0.859,1980,1683,0.848,1250,985,0.791,1600,1219,0.762,8880,7364,0.829,893,629,0.7
2021-10-11,4050,3489,0.861,1990,1721,0.867,1250,1062,0.853,1600,1244,0.778,8880,7516,0.846,901,651,0.72
2021-10-18,4050,3435,0.848,1980,1701,0.857,1250,1036,0.832,1600,1225,0.766,8880,7397,0.833,853,563,0.66
2021-10-25,4050,3355,0.828,1980,1675,0.844,1250,1005,0.807,1600,1197,0.748,8880,7232,0.814,805,499,0.62
2021-11-01,4050,3280,0.81,1980,1635,0.824,1240,973,0.782,1600,1164,0.728,8880,7052,0.794,785,466,0.59
2021-11-08,4050,3194,0.789,1990,1592,0.802,1250,945,0.759,1600,1151,0.719,8880,6882,0.775,808,493,0.61
2021-11-15,4050,3003,0.741,1990,1523,0.767,1250,924,0.742,1600,1091,0.682,8880,6541,0.737,837,584,0.7
2021-11-22,4050,2819,0.696,1990,1436,0.723,1240,880,0.707,1600,1034,0.646,8880,6169,0.695,850,467,0.55
2021-11-29,4050,2622,0.647,1980,1363,0.687,1250,831,0.667,1600,984,0.615,8880,5800,0.653,824,501,0.61
2021-12-06,4050,2450,0.605,1980,1270,0.64,1240,779,0.626,1600,936,0.585,8880,5435,0.612,807,807,1
2021-12-13,4050,2302,0.568,1980,1228,0.619,1250,736,0.591,1600,920,0.575,8880,5186,0.584,830,753,0.91
2021-12-20,4050,2162,0.534,1980,1161,0.585,1240,677,0.544,1600,849,0.531,8880,4849,0.546,815,621,0.76
2021-12-27,4050,2084,0.515,1980,1115,0.562,1250,640,0.514,1600,797,0.498,8880,4636,0.522,792,842,1.06
2022-01-03,4050,2098,0.518,1980,1139,0.574,1250,628,0.504,1600,842,0.526,8880,4707,0.53,791,1203,1.52
2022-01-10,4050,2057,0.508,1990,1116,0.562,1250,608,0.488,1600,825,0.516,8870,4606,0.519,766,1139,1.49
2022-01-17,4050,1892,0.467,1980,1048,0.528,1250,553,0.444,1600,795,0.497,8880,4288,0.483,780,682,0.87
